task_id,phase,app,epic,title,priority,depends_on,size,deliverables,acceptance_criteria,test_requirements,status,domain_group
COD-075,2-精细运营,ione_hrp,人力资质绩效,实现专业资质档案,P1,COD-001,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现专业资质档案完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-076,2-精细运营,ione_hrp,人力资质绩效,实现资质验证续期预警,P1,COD-075,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现资质验证续期预警完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-077,2-精细运营,ione_hrp,人力资质绩效,实现执业范围和临床权限,P1,COD-076,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现执业范围和临床权限完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-078,2-精细运营,ione_hrp,人力资质绩效,实现医疗排班计划,P1,COD-077,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现医疗排班计划完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-079,2-精细运营,ione_hrp,人力资质绩效,实现调班和冲突校验,P1,COD-078,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现调班和冲突校验完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-080,2-精细运营,ione_hrp,人力资质绩效,实现考勤源对账,P1,COD-079,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现考勤源对账完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-081,2-精细运营,ione_hrp,人力资质绩效,实现人力计划和岗位预算,P1,COD-080,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现人力计划和岗位预算完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-082,2-精细运营,ione_hrp,人力资质绩效,实现绩效指标采集,P1,COD-081,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现绩效指标采集完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-083,2-精细运营,ione_hrp,人力资质绩效,实现绩效奖金计算追溯,P1,COD-082,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现绩效奖金计算追溯完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-084,2-精细运营,ione_hrp,人力资质绩效,发布奖金到HRMS薪资,P1,COD-083,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,发布奖金到HRMS薪资完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,People
COD-085,2-精细运营,ione_hrp,项目科研教学,实现项目申报和评估,P1,COD-001,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现项目申报和评估完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Project
COD-086,2-精细运营,ione_hrp,项目科研教学,实现项目章程和阶段门,P1,COD-085,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现项目章程和阶段门完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Project
COD-087,2-精细运营,ione_hrp,项目科研教学,实现项目预算和资金,P1,COD-086,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现项目预算和资金完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Project
COD-088,2-精细运营,ione_hrp,项目科研教学,实现科研项目成果,P1,COD-087,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现科研项目成果完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Project
COD-089,2-精细运营,ione_hrp,项目科研教学,实现教学项目管理,P1,COD-088,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现教学项目管理完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Project
COD-090,2-精细运营,ione_hrp,项目科研教学,实现基建进度工程变更,P1,COD-089,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现基建进度工程变更完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Project
COD-091,2-精细运营,ione_hrp,项目科研教学,实现信息化项目发布效益,P1,COD-090,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现信息化项目发布效益完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Project
COD-092,2-精细运营,ione_hrp,项目科研教学,实现项目验收结题归档,P1,COD-091,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现项目验收结题归档完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Project
COD-093,2-精细运营,ione_hrp,内控审计风险,实现内控目标和控制矩阵,P2,COD-001,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现内控目标和控制矩阵完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Governance
COD-094,2-精细运营,ione_hrp,内控审计风险,实现控制测试和证据,P2,COD-093,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现控制测试和证据完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Governance
COD-095,2-精细运营,ione_hrp,内控审计风险,实现缺陷和例外审批,P2,COD-094,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现缺陷和例外审批完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Governance
COD-096,2-精细运营,ione_hrp,内控审计风险,实现风险登记评估,P2,COD-095,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现风险登记评估完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Governance
COD-097,2-精细运营,ione_hrp,内控审计风险,实现审计计划项目,P2,COD-096,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现审计计划项目完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Governance
COD-098,2-精细运营,ione_hrp,内控审计风险,实现审计抽样底稿发现,P2,COD-097,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现审计抽样底稿发现完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Governance
COD-099,2-精细运营,ione_hrp,内控审计风险,实现整改验证闭环,P2,COD-098,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现整改验证闭环完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Governance
COD-100,2-精细运营,ione_hrp,内控审计风险,实现制度合规和监管变化,P2,COD-099,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现制度合规和监管变化完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Governance
COD-101,2-精细运营,ione_hrp,集成数据智能平台,实现外部系统和接口定义,P2,COD-001,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现外部系统和接口定义完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-102,2-精细运营,ione_hrp,集成数据智能平台,实现入站Inbox幂等,P2,COD-101,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现入站Inbox幂等完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-103,2-精细运营,ione_hrp,集成数据智能平台,实现出站Outbox投递,P2,COD-102,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现出站Outbox投递完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-104,2-精细运营,ione_hrp,集成数据智能平台,实现重试死信和SLA,P2,COD-103,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现重试死信和SLA完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-105,2-精细运营,ione_hrp,集成数据智能平台,实现对账任务和差异闭环,P2,COD-104,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现对账任务和差异闭环完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-106,2-精细运营,ione_hrp,集成数据智能平台,实现数据源数据集管道,P2,COD-105,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现数据源数据集管道完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-107,2-精细运营,ione_hrp,集成数据智能平台,实现指标定义和快照,P2,COD-106,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现指标定义和快照完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-108,2-精细运营,ione_hrp,集成数据智能平台,集成Frappe Insights,P2,COD-107,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,集成Frappe Insights完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-109,2-精细运营,ione_hrp,集成数据智能平台,实现RAG知识索引,P2,COD-108,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现RAG知识索引完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-110,2-精细运营,ione_hrp,集成数据智能平台,实现受控Agent和AI审计,P2,COD-109,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现受控Agent和AI审计完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Platform
COD-111,2-精细运营,ione_hrp,统一门户,实现统一门户壳和SSO,P2,COD-001,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现统一门户壳和SSO完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Portal
COD-112,2-精细运营,ione_hrp,统一门户,实现角色化首页卡片,P2,COD-111,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现角色化首页卡片完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Portal
COD-113,2-精细运营,ione_hrp,统一门户,实现员工移动申请,P2,COD-112,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现员工移动申请完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Portal
COD-114,2-精细运营,ione_hrp,统一门户,实现管理者待办中心,P2,COD-113,L,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现管理者待办中心完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Portal
COD-115,2-精细运营,ione_hrp,统一门户,实现供应商门户,P2,COD-114,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现供应商门户完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Portal
COD-116,2-精细运营,ione_hrp,统一门户,实现服务表单和满意度,P2,COD-115,M,DocType/Service/API/Workspace/Fixtures/Tests/Docs as applicable,实现服务表单和满意度完成；权限、审计、幂等和异常路径有自动化测试；不得修改Frappe/ERPNext/HRMS核心源码。,unit + integration; workflow/API tasks require end-to-end test; ledger tasks require concurrency/reversal test,Not Started,Portal
